id,count
1718,305.02463
1719,184.48253
1722,241.38911
1723,124.247154
1724,248.15579
1728,57.516872
1730,20.016869
1732,43.218624
1737,34.810284
1745,77.769516
1747,17.457438
1748,20.825785
1755,133.16896
1759,36.624584
1761,265.92163
1764,271.9892
1765,107.60478
1766,85.22175
1768,124.48853
1770,43.80869
1771,147.43576
1774,110.45513
1785,104.87824
1788,153.79666
1792,15.069286
1794,246.36871
1797,134.5677
1798,15.894793
1799,292.14575
1802,100.2359
1806,32.69229
1808,90.17251
1810,261.16888
1818,169.98706
1819,359.3279
1820,283.9204
1822,232.28499
1826,177.85023
1827,157.25787
1835,20.011976
1841,103.29696
1842,136.49846
1843,34.890594
1846,50.654934
1849,32.25751
1850,229.8258
1851,188.79224
1857,75.27015
1858,146.55026
1860,108.18736
1861,215.61514
1864,115.07984
1869,300.77625
1871,83.633896
1872,17.929083
1875,5.2771397
1878,225.91524
1879,240.45999
1885,86.256386
1888,119.79976
1889,6.528336
1890,110.33299
1896,115.130936
1897,170.15266
1898,103.87409
1900,142.99973
1905,33.366867
1908,116.92208
1909,91.580894
1913,54.49582
1918,99.38546
1922,326.7725
1923,90.48609
1925,249.74008
1926,126.47596
1927,248.30695
1930,168.95921
1935,71.92724
1939,126.36672
1942,85.20776
1943,85.792114
1948,237.79083
1949,246.71053
1951,105.17298
1953,108.78988
1959,85.7818
1963,25.338161
1967,100.893486
1973,248.9294
1975,38.46965
1976,82.73649
1990,107.45654
1993,111.94296
1997,201.55455
1999,76.374115
2001,354.93546
2004,83.42452
2010,114.37444
2013,89.73331
2017,357.00745
2021,106.7053
2023,165.71278
2026,139.30147
2037,32.276066
2039,200.76196
2041,34.319237
2046,42.189896
2050,17.980927
2060,192.41487
2067,107.91315
2069,138.67267
2072,256.61862
2074,130.68217
2079,139.07579
2083,11.091937
2085,200.2704
2087,-0.6245743
2093,102.049225
2094,44.185333
2097,28.235584
2103,108.96673
2104,74.283745
2107,191.3705
2108,29.444601
2110,108.81738
2115,213.91785
2117,34.328873
2125,249.17168
2127,315.84528
2133,12.866051
2134,395.01825
2135,119.17775
2141,264.73993
2143,24.08587
2145,64.79884
2146,45.08285
2147,270.00476
2148,61.32791
2149,80.40768
2165,129.87422
2166,124.595146
2177,179.37381
